UNIQUE_ID,WORKER_UNIQUE_ID,CONTACT_TYPE,CONTACT_VALUE,PRIMARY_FLAG,EFFECTIVE_FROM,EFFECTIVE_TO
b2cbb395-ff1a-4186-ba8e-238f92ce3bb7,411c45b0-16ae-47a8-b9af-e13ed6ca2ba2,EMAIL,vcraig@example.org,Y,2023-08-18,2027-07-02
12b6cb22-755c-4c74-8517-94cd0f7fb8c5,411c45b0-16ae-47a8-b9af-e13ed6ca2ba2,PHONE,+12649017429,N,2020-10-19,2027-05-21
fda4441d-0eff-4af0-a75b-1960f1d1f9f3,a9bbe114-80a9-4b65-9dc3-173de1e38cf3,EMAIL,michael86@example.net,Y,2023-01-19,2027-06-30
fcd7d43c-92de-438d-8d1f-7f1d087cc4d2,1218324f-a105-462c-992d-e2eda4b4b431,EMAIL,hmiller@example.net,Y,2023-08-08,2027-03-04
43766309-824f-4ac4-84bd-233053dc42a7,1218324f-a105-462c-992d-e2eda4b4b431,PHONE,+14305871381,N,2021-04-29,2027-08-15
b48699f4-add2-40a9-9d7e-171317346a90,f8acc532-7215-471c-a7b9-b99afd1b2d6c,EMAIL,barbara83@example.com,Y,2023-07-03,2028-12-28
2caa63ad-1d97-488e-9fe3-d5867887420e,f8acc532-7215-471c-a7b9-b99afd1b2d6c,PHONE,+16919805309,N,2023-03-14,2028-01-19
b89b64e4-58e8-4858-862e-aef3be353ace,016edc7d-b2d7-4558-96f4-712c239ddf72,EMAIL,lthomas@example.net,Y,2021-02-27,2028-05-13
4ab9c47b-da15-444b-b43e-499737c6f150,016edc7d-b2d7-4558-96f4-712c239ddf72,PHONE,+16115499337,N,2024-06-17,2029-07-30
18909451-88f9-47d7-a6cf-4f563c23233e,016edc7d-b2d7-4558-96f4-712c239ddf72,EMAIL,dylan85@example.com,N,2020-06-15,2026-08-14
322e7b03-8c76-42ae-b8fc-b20d8a01948f,f40ba4d7-1abc-4bd2-8356-c3070805997d,EMAIL,jason70@example.org,Y,2023-01-03,2028-04-01
32891c8d-a3b6-4c3f-8432-2b68d4729aaf,f40ba4d7-1abc-4bd2-8356-c3070805997d,PHONE,+19880371614,N,2024-08-29,2029-09-05
7d199926-014b-41bd-a9a9-6c39d92d5b8b,f40ba4d7-1abc-4bd2-8356-c3070805997d,EMAIL,anne11@example.net,N,2024-08-11,2029-04-17
aca613d8-eaed-40ac-b50a-68d6d009dc86,ce61fcd3-dd2c-42d2-9384-490155d97d6d,EMAIL,hlin@example.com,Y,2021-04-01,2029-02-26
95f2c86a-4f2a-4141-ba1c-7cac2736b855,ce61fcd3-dd2c-42d2-9384-490155d97d6d,PHONE,+13368990799,N,2022-02-23,2027-11-13
9dde775a-4579-41a5-a40a-31dbb032934b,f628f595-17c0-4e1d-afd1-98bbcc4fd9f0,EMAIL,cassandramelendez@example.com,Y,2025-02-15,2026-07-14
86be3c93-ba0b-4fc1-8883-5e7691e8961f,f628f595-17c0-4e1d-afd1-98bbcc4fd9f0,PHONE,+10765623846,N,2022-05-23,2028-08-02
a1f8694f-790a-47bb-9300-2c438f2c982d,ace0950c-7690-4666-ba08-6b785c0db57e,EMAIL,hunterbrown@example.com,Y,2021-09-05,2028-05-27
323df546-74e3-490b-892a-380b8643cf51,ace0950c-7690-4666-ba08-6b785c0db57e,PHONE,+11442716821,N,2023-01-19,2027-10-27
6ff2283a-9e59-430a-8792-b0b24bf518de,9b136365-b004-42b0-b469-d200da1fc7f1,EMAIL,ashleyswanson@example.net,Y,2021-01-23,2027-10-02
6e6a8dfb-8763-4961-9fb4-9fe60cc4ddd0,9b136365-b004-42b0-b469-d200da1fc7f1,PHONE,+11902326489,N,2023-04-24,2027-11-27
5cd82dc0-a2b6-4b2e-9e7b-209810804bf0,9b136365-b004-42b0-b469-d200da1fc7f1,PHONE,+18390828293,N,2023-06-11,2029-05-26
0290db28-913e-4628-8d83-5afd6899f127,60a481c5-057f-4bfe-8f8c-d34b0cf23c74,EMAIL,johnhenry@example.org,Y,2022-04-07,2028-08-25
69519d71-0ad5-4337-8e64-4dbcb4d56f49,60a481c5-057f-4bfe-8f8c-d34b0cf23c74,PHONE,+12845997415,N,2021-11-07,2029-07-25
502aa529-e591-4003-afea-443f862e05fe,f040c5c8-9ba2-4e3f-a88c-36f0554e6624,EMAIL,bakerbryan@example.net,Y,2022-12-10,2028-04-14
6bd0020e-8c61-41c5-9c0a-1a5b34d7713d,f040c5c8-9ba2-4e3f-a88c-36f0554e6624,PHONE,+17924804647,N,2021-03-21,2029-05-22
5af3dd9a-4dc0-47d2-b05b-8c5cfc6e07a2,f040c5c8-9ba2-4e3f-a88c-36f0554e6624,PHONE,+11906789164,N,2020-09-30,2026-05-26
